,RunId,iteration,Step,schedule_type,cooperadores_iniciais,Cooperating_Agents,Maior_Score_Agentes,Menor_Score_Agentes,Diferenca_Score_Agentes
1134,1134,51,100,Simultaneous,250,0,7.4,0.0,7.4
1135,1135,51,100,Simultaneous,500,0,10.479120879120881,0.0,10.479120879120881
1136,1136,51,100,Simultaneous,750,0,52.56723123522189,0.0,52.56723123522189
1137,1137,51,100,Simultaneous,1000,0,20.043243243243243,0.0,20.043243243243243
1138,1138,51,100,Simultaneous,1250,2123,800.0,155.24426392198217,644.7557360780179
1139,1139,51,100,Simultaneous,1500,2084,800.0,15.74599339765551,784.2540066023445
1140,1140,51,100,Simultaneous,1750,2200,800.0,65.55830781491207,734.441692185088
1141,1141,51,100,Simultaneous,2000,1996,800.0,151.68751635990913,648.3124836400909
1142,1142,51,100,Simultaneous,2250,1930,800.0,83.8146399779082,716.1853600220918
1143,1143,51,100,Simultaneous,2500,2500,800.0,800.0,0.0
1144,1144,52,100,Random,0,0,0.0,0.0,0.0
1145,1145,52,100,Random,250,2386,797.0,276.3023903803761,520.6976096196239
1146,1146,52,100,Random,500,2455,794.4996254681648,353.1998261017922,441.2997993663726
1147,1147,52,100,Random,750,2462,799.0,343.29348912612807,455.70651087387193
1148,1148,52,100,Random,1000,2478,799.0,359.85302162722473,439.14697837277527
1149,1149,52,100,Random,1250,2466,799.0,299.8952319330757,499.1047680669243
1150,1150,52,100,Random,1500,2416,796.0,180.50791978625432,615.4920802137457
1151,1151,52,100,Random,1750,0,51.23259484888483,0.0,51.23259484888483
1152,1152,52,100,Random,2000,0,37.79528619528619,0.0,37.79528619528619
1153,1153,52,100,Random,2250,0,42.51431815969631,0.0,42.51431815969631
1154,1154,52,100,Random,2500,2500,800.0,800.0,0.0
1155,1155,52,100,Simultaneous,0,0,0.0,0.0,0.0
1156,1156,52,100,Simultaneous,250,0,11.168627450980393,0.0,11.168627450980393
1157,1157,52,100,Simultaneous,500,0,10.488888888888889,0.0,10.488888888888889
1158,1158,52,100,Simultaneous,750,30,799.0,0.0,799.0
1159,1159,52,100,Simultaneous,1000,2104,800.0,95.12737010546854,704.8726298945314
1160,1160,52,100,Simultaneous,1250,16,726.0,0.0,726.0
1161,1161,52,100,Simultaneous,1500,24,796.0,0.0,796.0
1162,1162,52,100,Simultaneous,1750,2080,798.0,63.72362051810683,734.2763794818932
1163,1163,52,100,Simultaneous,2000,2106,800.0,128.79493456079706,671.2050654392029
1164,1164,52,100,Simultaneous,2250,2002,800.0,24.63790816918709,775.3620918308129
1165,1165,52,100,Simultaneous,2500,2500,800.0,800.0,0.0
1166,1166,53,100,Random,0,0,0.0,0.0,0.0
1167,1167,53,100,Random,250,2421,800.0,348.8872030311604,451.1127969688396
1168,1168,53,100,Random,500,2447,799.0,165.70408511654236,633.2959148834576
1169,1169,53,100,Random,750,2392,799.0,163.60207323490653,635.3979267650934
1170,1170,53,100,Random,1000,2463,800.0,373.1918618601652,426.8081381398348
1171,1171,53,100,Random,1250,2376,800.0,141.3790677410501,658.6209322589499
1172,1172,53,100,Random,1500,2500,799.0,594.082670307704,204.917329692296
1173,1173,53,100,Random,1750,0,36.344137674212966,0.0,36.344137674212966
1174,1174,53,100,Random,2000,0,37.98378378378378,0.0,37.98378378378378
1175,1175,53,100,Random,2250,0,48.12775548008645,0.0,48.12775548008645
1176,1176,53,100,Random,2500,2500,800.0,800.0,0.0
1177,1177,53,100,Simultaneous,0,0,0.0,0.0,0.0
1178,1178,53,100,Simultaneous,250,0,11.184158415841583,0.0,11.184158415841583
1179,1179,53,100,Simultaneous,500,0,10.437696335078533,0.0,10.437696335078533
1180,1180,53,100,Simultaneous,750,0,403.4074074074074,0.0,403.4074074074074
1181,1181,53,100,Simultaneous,1000,0,69.27692307692308,0.0,69.27692307692308
1182,1182,53,100,Simultaneous,1250,23,792.9834862385321,0.0,792.9834862385321
1183,1183,53,100,Simultaneous,1500,0,43.60768219953502,0.0,43.60768219953502
1184,1184,53,100,Simultaneous,1750,2094,799.0,118.42831964955806,680.571680350442
1185,1185,53,100,Simultaneous,2000,2040,800.0,44.47087051197989,755.5291294880201
1186,1186,53,100,Simultaneous,2250,1975,800.0,162.93762010558464,637.0623798944154
1187,1187,53,100,Simultaneous,2500,2500,800.0,800.0,0.0
1188,1188,54,100,Random,0,0,0.0,0.0,0.0
1189,1189,54,100,Random,250,2490,800.0,480.5522288695935,319.4477711304065
1190,1190,54,100,Random,500,2448,799.0,241.55573831638148,557.4442616836185
1191,1191,54,100,Random,750,2462,799.0,320.60028827967375,478.39971172032625
1192,1192,54,100,Random,1000,2411,800.0,295.8164649632947,504.1835350367053
1193,1193,54,100,Random,1250,2455,799.0,356.7289097123536,442.2710902876464
1194,1194,54,100,Random,1500,2489,800.0,339.245696456269,460.754303543731
1195,1195,54,100,Random,1750,2392,797.5125,259.32139738359615,538.1911026164039
1196,1196,54,100,Random,2000,0,38.39119168103208,0.0,38.39119168103208
1197,1197,54,100,Random,2250,0,40.8824392998306,0.0,40.8824392998306
1198,1198,54,100,Random,2500,2500,800.0,800.0,0.0
1199,1199,54,100,Simultaneous,0,0,0.0,0.0,0.0
1200,1200,54,100,Simultaneous,250,0,65.13632436025259,0.0,65.13632436025259
1201,1201,54,100,Simultaneous,500,0,10.498876404494382,0.0,10.498876404494382
1202,1202,54,100,Simultaneous,750,0,11.88880688806888,0.0,11.88880688806888
1203,1203,54,100,Simultaneous,1000,0,25.714285714285715,0.0,25.714285714285715
1204,1204,54,100,Simultaneous,1250,2101,799.0,36.11418293530941,762.8858170646906
1205,1205,54,100,Simultaneous,1500,1928,798.0,6.652321778940484,791.3476782210595
1206,1206,54,100,Simultaneous,1750,2205,799.0,81.10975041469871,717.8902495853013
1207,1207,54,100,Simultaneous,2000,2065,800.0,48.18179129981324,751.8182087001868
1208,1208,54,100,Simultaneous,2250,1915,800.0,43.1182422770154,756.8817577229846
1209,1209,54,100,Simultaneous,2500,2500,800.0,800.0,0.0
1210,1210,55,100,Random,0,0,0.0,0.0,0.0
1211,1211,55,100,Random,250,2480,800.0,227.58210205181348,572.4178979481865
1212,1212,55,100,Random,500,2413,800.0,332.1217070141388,467.8782929858612
1213,1213,55,100,Random,750,2432,799.0,333.3033158832611,465.6966841167389
1214,1214,55,100,Random,1000,2461,800.0,321.79222236665373,478.20777763334627
1215,1215,55,100,Random,1250,2471,801.6301075268817,374.5946684301583,427.0354390967234
1216,1216,55,100,Random,1500,2470,800.0,326.50983163686834,473.49016836313166
1217,1217,55,100,Random,1750,0,46.73352752129423,0.0,46.73352752129423
1218,1218,55,100,Random,2000,0,46.64803939230169,0.0,46.64803939230169
1219,1219,55,100,Random,2250,2445,799.0,254.78484983356208,544.215150166438
1220,1220,55,100,Random,2500,2500,800.0,800.0,0.0
1221,1221,55,100,Simultaneous,0,0,0.0,0.0,0.0
1222,1222,55,100,Simultaneous,250,0,11.290140845070422,0.0,11.290140845070422
1223,1223,55,100,Simultaneous,500,0,10.503954802259885,0.0,10.503954802259885
1224,1224,55,100,Simultaneous,750,0,11.90263488080301,0.0,11.90263488080301
1225,1225,55,100,Simultaneous,1000,0,20.38208955223881,0.0,20.38208955223881
1226,1226,55,100,Simultaneous,1250,24,782.6435312024353,0.0,782.6435312024353
1227,1227,55,100,Simultaneous,1500,1917,799.0,19.742865673543896,779.2571343264561
1228,1228,55,100,Simultaneous,1750,2083,798.0,19.998323143521997,778.001676856478
1229,1229,55,100,Simultaneous,2000,1993,800.0,167.44131540337722,632.5586845966228
1230,1230,55,100,Simultaneous,2250,1953,800.0,11.675829383886256,788.3241706161137
1231,1231,55,100,Simultaneous,2500,2500,800.0,800.0,0.0
1232,1232,56,100,Random,0,0,0.0,0.0,0.0
1233,1233,56,100,Random,250,2465,798.0,309.15095019186737,488.84904980813263
1234,1234,56,100,Random,500,2438,800.0,328.4333228620918,471.5666771379082
1235,1235,56,100,Random,750,2409,798.0,242.49259960728244,555.5074003927175
1236,1236,56,100,Random,1000,2377,800.0646660212972,187.5330451963311,612.531620824966
1237,1237,56,100,Random,1250,2442,800.7095541401274,311.0203853968228,489.68916874330455
1238,1238,56,100,Random,1500,0,43.984320466642494,0.0,43.984320466642494
1239,1239,56,100,Random,1750,2412,800.0,168.36117546230568,631.6388245376943
1240,1240,56,100,Random,2000,0,43.11516338732693,0.0,43.11516338732693
1241,1241,56,100,Random,2250,0,56.81114420203457,0.0,56.81114420203457
1242,1242,56,100,Random,2500,2500,800.0,800.0,0.0
1243,1243,56,100,Simultaneous,0,0,0.0,0.0,0.0
1244,1244,56,100,Simultaneous,250,0,11.153398058252428,0.0,11.153398058252428
1245,1245,56,100,Simultaneous,500,24,800.0,0.0,800.0
1246,1246,56,100,Simultaneous,750,0,69.45798280451096,0.0,69.45798280451096
1247,1247,56,100,Simultaneous,1000,2168,799.0,4.0,795.0
1248,1248,56,100,Simultaneous,1250,2151,797.0,43.22926091748095,753.7707390825191
1249,1249,56,100,Simultaneous,1500,32,800.0,0.0,800.0
1250,1250,56,100,Simultaneous,1750,2123,799.0,109.9001330696789,689.0998669303211
1251,1251,56,100,Simultaneous,2000,2051,800.0,171.68136204693974,628.3186379530603
1252,1252,56,100,Simultaneous,2250,1915,800.0,75.68964872528053,724.3103512747194
1253,1253,56,100,Simultaneous,2500,2500,800.0,800.0,0.0
1254,1254,57,100,Random,0,0,0.0,0.0,0.0
1255,1255,57,100,Random,250,2439,798.0,231.9181380675603,566.0818619324397
1256,1256,57,100,Random,500,2427,800.0,304.3334440970186,495.6665559029814
1257,1257,57,100,Random,750,2430,800.0,293.68104036278595,506.31895963721405
1258,1258,57,100,Random,1000,2382,800.0,259.3878687193959,540.6121312806041
1259,1259,57,100,Random,1250,0,39.3065765385157,0.0,39.3065765385157
1260,1260,57,100,Random,1500,2480,794.0,264.86414117338796,529.1358588266121
1261,1261,57,100,Random,1750,2417,800.5100775193798,252.3595409115026,548.1505366078773
1262,1262,57,100,Random,2000,0,47.945762711864404,0.0,47.945762711864404
1263,1263,57,100,Random,2250,0,52.32998074823374,0.0,52.32998074823374
1264,1264,57,100,Random,2500,2500,800.0,800.0,0.0
1265,1265,57,100,Simultaneous,0,0,0.0,0.0,0.0
1266,1266,57,100,Simultaneous,250,0,7.445751633986928,0.0,7.445751633986928
1267,1267,57,100,Simultaneous,500,0,10.526640926640926,0.0,10.526640926640926
1268,1268,57,100,Simultaneous,750,35,798.0,0.0,798.0
1269,1269,57,100,Simultaneous,1000,24,800.0,0.0,800.0
1270,1270,57,100,Simultaneous,1250,2121,800.0,53.66070589332298,746.339294106677
1271,1271,57,100,Simultaneous,1500,2153,800.0,159.06500473246703,640.9349952675329
1272,1272,57,100,Simultaneous,1750,2116,800.0,60.31178522543877,739.6882147745612
1273,1273,57,100,Simultaneous,2000,2110,800.0,109.87724753810417,690.1227524618959
1274,1274,57,100,Simultaneous,2250,1957,800.0,39.738995966573015,760.261004033427
1275,1275,57,100,Simultaneous,2500,2500,800.0,800.0,0.0
1276,1276,58,100,Random,0,0,0.0,0.0,0.0
1277,1277,58,100,Random,250,2500,800.0,628.119111317458,171.88088868254204
1278,1278,58,100,Random,500,2426,799.0,336.13356913217933,462.86643086782067
1279,1279,58,100,Random,750,2463,798.0,362.6969696969697,435.3030303030303
1280,1280,58,100,Random,1000,2495,795.7062200956938,423.1964006179194,372.5098194777744
1281,1281,58,100,Random,1250,2492,799.9625377643505,408.23457079433126,391.7279669700192
1282,1282,58,100,Random,1500,0,52.021570031018854,0.0,52.021570031018854
1283,1283,58,100,Random,1750,32,767.219298245614,0.0,767.219298245614
1284,1284,58,100,Random,2000,0,34.823350735643096,0.0,34.823350735643096
1285,1285,58,100,Random,2250,0,50.02513532244683,0.0,50.02513532244683
1286,1286,58,100,Random,2500,2500,800.0,800.0,0.0
1287,1287,58,100,Simultaneous,0,0,0.0,0.0,0.0
1288,1288,58,100,Simultaneous,250,0,44.80417930504275,0.0,44.80417930504275
1289,1289,58,100,Simultaneous,500,65,798.0,0.0,798.0
1290,1290,58,100,Simultaneous,750,14,688.0,0.0,688.0
1291,1291,58,100,Simultaneous,1000,0,24.451612903225808,0.0,24.451612903225808
1292,1292,58,100,Simultaneous,1250,14,666.9370834275428,0.0,666.9370834275428
1293,1293,58,100,Simultaneous,1500,139,798.0,0.0,798.0
1294,1294,58,100,Simultaneous,1750,2083,800.0,39.8697580859021,760.130241914098
1295,1295,58,100,Simultaneous,2000,2090,800.0,103.70668058956332,696.2933194104367
1296,1296,58,100,Simultaneous,2250,1919,800.0,168.2538976272303,631.7461023727697
1297,1297,58,100,Simultaneous,2500,2500,800.0,800.0,0.0
1298,1298,59,100,Random,0,0,0.0,0.0,0.0
1299,1299,59,100,Random,250,2476,800.0,405.22556290329743,394.77443709670257
1300,1300,59,100,Random,500,2458,799.0,318.3597665325103,480.6402334674897
1301,1301,59,100,Random,750,2485,799.0,433.1579576166122,365.8420423833878
1302,1302,59,100,Random,1000,2450,799.0,326.9824363219739,472.0175636780261
1303,1303,59,100,Random,1250,2433,799.3039513677811,260.8317581609058,538.4721932068753
1304,1304,59,100,Random,1500,0,49.12349726775957,0.0,49.12349726775957
1305,1305,59,100,Random,1750,0,66.74961091976017,0.0,66.74961091976017
1306,1306,59,100,Random,2000,0,79.34559280954002,0.0,79.34559280954002
1307,1307,59,100,Random,2250,0,52.64165148755313,0.0,52.64165148755313
1308,1308,59,100,Random,2500,2500,800.0,800.0,0.0
1309,1309,59,100,Simultaneous,0,0,0.0,0.0,0.0
1310,1310,59,100,Simultaneous,250,0,7.4958904109589035,0.0,7.4958904109589035
1311,1311,59,100,Simultaneous,500,0,10.514285714285716,0.0,10.514285714285716
1312,1312,59,100,Simultaneous,750,0,11.939762219286656,0.0,11.939762219286656
1313,1313,59,100,Simultaneous,1000,0,13.72064128256513,0.0,13.72064128256513
1314,1314,59,100,Simultaneous,1250,2074,800.0,3.0,797.0
1315,1315,59,100,Simultaneous,1500,2088,798.0,59.47524938829881,738.5247506117012
1316,1316,59,100,Simultaneous,1750,2073,799.0,61.274688325838376,737.7253116741616
1317,1317,59,100,Simultaneous,2000,2046,800.0,27.609252056846152,772.3907479431539
1318,1318,59,100,Simultaneous,2250,1922,800.0,50.603170450369404,749.3968295496306
1319,1319,59,100,Simultaneous,2500,2500,800.0,800.0,0.0
1320,1320,60,100,Random,0,0,0.0,0.0,0.0
1321,1321,60,100,Random,250,2456,799.0,351.4086262375744,447.5913737624256
1322,1322,60,100,Random,500,2478,800.0,349.8392998665466,450.1607001334534
1323,1323,60,100,Random,750,30,800.0,0.0,800.0
1324,1324,60,100,Random,1000,2493,800.0,311.66397427620836,488.33602572379164
1325,1325,60,100,Random,1250,2427,792.3586153059302,291.48674816480366,500.8718671411266
1326,1326,60,100,Random,1500,2491,800.0,295.01161256185344,504.98838743814656
1327,1327,60,100,Random,1750,2438,799.0,373.5443098276332,425.4556901723668
1328,1328,60,100,Random,2000,2472,797.0,258.90836912840655,538.0916308715935
1329,1329,60,100,Random,2250,0,39.393616363073896,0.0,39.393616363073896
1330,1330,60,100,Random,2500,2500,800.0,800.0,0.0
1331,1331,60,100,Simultaneous,0,0,0.0,0.0,0.0
1332,1332,60,100,Simultaneous,250,0,11.158441558441558,0.0,11.158441558441558
1333,1333,60,100,Simultaneous,500,57,800.0,0.0,800.0
1334,1334,60,100,Simultaneous,750,0,13.585276073619635,0.0,13.585276073619635
1335,1335,60,100,Simultaneous,1000,0,16.518840579710144,0.0,16.518840579710144
1336,1336,60,100,Simultaneous,1250,2080,798.0,5.301754385964912,792.698245614035
1337,1337,60,100,Simultaneous,1500,25,798.0,0.0,798.0
1338,1338,60,100,Simultaneous,1750,2157,800.0,51.87228507084007,748.1277149291599
1339,1339,60,100,Simultaneous,2000,2011,800.0,90.68508067701819,709.3149193229818
1340,1340,60,100,Simultaneous,2250,1964,800.0,106.48472311173047,693.5152768882696
1341,1341,60,100,Simultaneous,2500,2500,800.0,800.0,0.0
1342,1342,61,100,Random,0,0,0.0,0.0,0.0
1343,1343,61,100,Random,250,2442,800.0,318.12429058727275,481.87570941272725
1344,1344,61,100,Random,500,2500,797.0,613.7928753659481,183.20712463405187
1345,1345,61,100,Random,750,2391,799.0,344.56324832700307,454.43675167299693
1346,1346,61,100,Random,1000,2463,798.0,301.423104530556,496.576895469444
1347,1347,61,100,Random,1250,2455,799.0,315.17033327400685,483.82966672599315
1348,1348,61,100,Random,1500,2466,798.0,285.78589836873414,512.2141016312659
1349,1349,61,100,Random,1750,0,37.76172248803828,0.0,37.76172248803828
1350,1350,61,100,Random,2000,0,43.89412363602343,0.0,43.89412363602343
1351,1351,61,100,Random,2250,0,52.70864768957802,0.0,52.70864768957802
1352,1352,61,100,Random,2500,2500,800.0,800.0,0.0
1353,1353,61,100,Simultaneous,0,0,0.0,0.0,0.0
1354,1354,61,100,Simultaneous,250,0,11.266666666666666,0.0,11.266666666666666
1355,1355,61,100,Simultaneous,500,4,556.8210910611069,0.0,556.8210910611069
1356,1356,61,100,Simultaneous,750,0,40.276923076923076,0.0,40.276923076923076
1357,1357,61,100,Simultaneous,1000,0,121.33722536037291,0.0,121.33722536037291
1358,1358,61,100,Simultaneous,1250,2051,800.0,43.05134549098656,756.9486545090134
1359,1359,61,100,Simultaneous,1500,2038,797.0,4.253356282271945,792.746643717728
1360,1360,61,100,Simultaneous,1750,2120,800.0,115.26412482193577,684.7358751780642
1361,1361,61,100,Simultaneous,2000,2082,800.0,52.52449759068362,747.4755024093164
1362,1362,61,100,Simultaneous,2250,1967,800.0,145.43546702122424,654.5645329787758
1363,1363,61,100,Simultaneous,2500,2500,800.0,800.0,0.0
1364,1364,62,100,Random,0,0,0.0,0.0,0.0
1365,1365,62,100,Random,250,2487,800.0,355.4447161259801,444.5552838740199
1366,1366,62,100,Random,500,2460,799.0,345.31071313164864,453.68928686835136
1367,1367,62,100,Random,750,0,51.596254015435655,0.0,51.596254015435655
1368,1368,62,100,Random,1000,0,35.63361344537815,0.0,35.63361344537815
1369,1369,62,100,Random,1250,2411,800.0,256.1576291592411,543.8423708407589
1370,1370,62,100,Random,1500,2437,800.0130808950087,266.20367389918835,533.8094069958204
1371,1371,62,100,Random,1750,0,41.93027899063198,0.0,41.93027899063198
1372,1372,62,100,Random,2000,2417,799.8355250245338,322.7493665772748,477.086158447259
1373,1373,62,100,Random,2250,0,44.08163265306123,0.0,44.08163265306123
1374,1374,62,100,Random,2500,2500,800.0,800.0,0.0
1375,1375,62,100,Simultaneous,0,0,0.0,0.0,0.0
1376,1376,62,100,Simultaneous,250,0,11.238225255972697,0.0,11.238225255972697
1377,1377,62,100,Simultaneous,500,0,81.16363636363636,0.0,81.16363636363636
1378,1378,62,100,Simultaneous,750,0,10.201503759398495,0.0,10.201503759398495
1379,1379,62,100,Simultaneous,1000,81,799.0,0.0,799.0
1380,1380,62,100,Simultaneous,1250,2002,798.0,5.0,793.0
1381,1381,62,100,Simultaneous,1500,2072,799.0,9.90729833546735,789.0927016645327
1382,1382,62,100,Simultaneous,1750,2083,798.0,24.315423345541735,773.6845766544583
1383,1383,62,100,Simultaneous,2000,2051,800.0,17.485472072455384,782.5145279275446
1384,1384,62,100,Simultaneous,2250,2029,800.0,87.3816801380176,712.6183198619824
1385,1385,62,100,Simultaneous,2500,2500,800.0,800.0,0.0
1386,1386,63,100,Random,0,0,0.0,0.0,0.0
1387,1387,63,100,Random,250,2468,799.0,349.5672946024782,449.4327053975218
1388,1388,63,100,Random,500,2468,800.0,364.9720102106737,435.0279897893263
1389,1389,63,100,Random,750,2388,799.0,296.6944914133627,502.3055085866373
1390,1390,63,100,Random,1000,2456,800.0,241.1938480992432,558.8061519007567
1391,1391,63,100,Random,1250,2472,800.0,310.8784443161154,489.1215556838846
1392,1392,63,100,Random,1500,2445,802.5551046290425,257.5705187613274,544.9845858677152
1393,1393,63,100,Random,1750,0,40.04897953115775,0.0,40.04897953115775
1394,1394,63,100,Random,2000,2445,798.0,94.71231206570174,703.2876879342982
1395,1395,63,100,Random,2250,0,43.78483539046297,0.0,43.78483539046297
1396,1396,63,100,Random,2500,2500,800.0,800.0,0.0
1397,1397,63,100,Simultaneous,0,0,0.0,0.0,0.0
1398,1398,63,100,Simultaneous,250,0,65.13632436025259,0.0,65.13632436025259
1399,1399,63,100,Simultaneous,500,0,12.192907801418437,0.0,12.192907801418437
1400,1400,63,100,Simultaneous,750,13,740.0,0.0,740.0
1401,1401,63,100,Simultaneous,1000,2063,798.0,17.762305078177793,780.2376949218223
1402,1402,63,100,Simultaneous,1250,48,799.0,0.0,799.0
1403,1403,63,100,Simultaneous,1500,50,797.0,0.0,797.0
1404,1404,63,100,Simultaneous,1750,2178,800.0,41.51225097893582,758.4877490210641
1405,1405,63,100,Simultaneous,2000,2005,800.0,30.244079219785018,769.755920780215
1406,1406,63,100,Simultaneous,2250,1919,800.0,25.515850828464988,774.484149171535
1407,1407,63,100,Simultaneous,2500,2500,800.0,800.0,0.0
1408,1408,64,100,Random,0,0,0.0,0.0,0.0
1409,1409,64,100,Random,250,2455,797.0,459.3476900222371,337.6523099777629
1410,1410,64,100,Random,500,2475,798.0,214.7179356807881,583.2820643192119
1411,1411,64,100,Random,750,2429,800.0,323.32791999754653,476.67208000245347
1412,1412,64,100,Random,1000,2419,798.0,246.69920202011093,551.300797979889
1413,1413,64,100,Random,1250,2453,800.0,199.85852075785095,600.141479242149
1414,1414,64,100,Random,1500,2475,799.0,403.08953388044586,395.91046611955414
1415,1415,64,100,Random,1750,2494,801.5128491620112,317.56517174941763,483.9476774125936
1416,1416,64,100,Random,2000,0,41.71973867467402,0.0,41.71973867467402
1417,1417,64,100,Random,2250,0,44.42051841002759,0.0,44.42051841002759
1418,1418,64,100,Random,2500,2500,800.0,800.0,0.0
1419,1419,64,100,Simultaneous,0,0,0.0,0.0,0.0
1420,1420,64,100,Simultaneous,250,0,9.23076923076923,0.0,9.23076923076923
1421,1421,64,100,Simultaneous,500,0,12.218181818181819,0.0,12.218181818181819
1422,1422,64,100,Simultaneous,750,0,20.38208955223881,0.0,20.38208955223881
1423,1423,64,100,Simultaneous,1000,2159,800.0,14.042904290429043,785.9570957095709
1424,1424,64,100,Simultaneous,1250,2089,796.0,43.00296456510023,752.9970354348998
1425,1425,64,100,Simultaneous,1500,0,26.49230769230769,0.0,26.49230769230769
1426,1426,64,100,Simultaneous,1750,2099,800.0,50.39703322398988,749.6029667760101
1427,1427,64,100,Simultaneous,2000,2000,800.0,106.21317104765042,693.7868289523495
1428,1428,64,100,Simultaneous,2250,1928,800.0,96.4421453429948,703.5578546570052
1429,1429,64,100,Simultaneous,2500,2500,800.0,800.0,0.0
1430,1430,65,100,Random,0,0,0.0,0.0,0.0
1431,1431,65,100,Random,250,2456,797.0,361.68390393545747,435.31609606454253
1432,1432,65,100,Random,500,2439,800.0,333.11935596559505,466.88064403440495
1433,1433,65,100,Random,750,2457,800.0,392.82821085327356,407.17178914672644
1434,1434,65,100,Random,1000,0,127.89649899655693,0.0,127.89649899655693
1435,1435,65,100,Random,1250,2444,800.0,248.93879162894447,551.0612083710555
1436,1436,65,100,Random,1500,2429,800.0,217.39756217944543,582.6024378205545
1437,1437,65,100,Random,1750,0,41.66890574214517,0.0,41.66890574214517
1438,1438,65,100,Random,2000,2453,798.4718446601942,312.62014028728356,485.8517043729106
1439,1439,65,100,Random,2250,2465,802.4453987730061,310.06580322350175,492.37959554950436
1440,1440,65,100,Random,2500,2500,800.0,800.0,0.0
1441,1441,65,100,Simultaneous,0,0,0.0,0.0,0.0
1442,1442,65,100,Simultaneous,250,0,11.227118644067797,0.0,11.227118644067797
1443,1443,65,100,Simultaneous,500,0,10.516030534351144,0.0,10.516030534351144
1444,1444,65,100,Simultaneous,750,30,797.0,0.0,797.0
1445,1445,65,100,Simultaneous,1000,24,767.0,0.0,767.0
1446,1446,65,100,Simultaneous,1250,34,797.0,0.0,797.0
1447,1447,65,100,Simultaneous,1500,2160,800.0,55.39846582591964,744.6015341740804
1448,1448,65,100,Simultaneous,1750,2123,800.0,60.29522379979582,739.7047762002042
1449,1449,65,100,Simultaneous,2000,1995,800.0,78.86400252725876,721.1359974727412
1450,1450,65,100,Simultaneous,2250,1929,800.0,125.43898232027743,674.5610176797226
1451,1451,65,100,Simultaneous,2500,2500,800.0,800.0,0.0
1452,1452,66,100,Random,0,0,0.0,0.0,0.0
1453,1453,66,100,Random,250,2467,799.0,305.6658241380784,493.3341758619216
1454,1454,66,100,Random,500,2431,800.0,320.7590890201955,479.2409109798045
1455,1455,66,100,Random,750,2464,800.0,324.7193710094742,475.2806289905258
1456,1456,66,100,Random,1000,2492,800.0,398.865341749032,401.134658250968
1457,1457,66,100,Random,1250,2476,800.0,328.6830365739613,471.3169634260387
1458,1458,66,100,Random,1500,0,49.691975963237894,0.0,49.691975963237894
1459,1459,66,100,Random,1750,0,35.46782513261387,0.0,35.46782513261387
1460,1460,66,100,Random,2000,0,42.58679549114332,0.0,42.58679549114332
1461,1461,66,100,Random,2250,0,82.71725138515366,0.0,82.71725138515366
1462,1462,66,100,Random,2500,2500,800.0,800.0,0.0
1463,1463,66,100,Simultaneous,0,0,0.0,0.0,0.0
1464,1464,66,100,Simultaneous,250,0,72.65791305329296,0.0,72.65791305329296
1465,1465,66,100,Simultaneous,500,0,10.421917808219177,0.0,10.421917808219177
1466,1466,66,100,Simultaneous,750,0,11.895652173913044,0.0,11.895652173913044
1467,1467,66,100,Simultaneous,1000,0,100.54148417711875,0.0,100.54148417711875
1468,1468,66,100,Simultaneous,1250,2100,800.0,70.78942612971908,729.2105738702809
1469,1469,66,100,Simultaneous,1500,2057,798.0,2.0,796.0
1470,1470,66,100,Simultaneous,1750,2028,799.0,48.55467535130034,750.4453246486996
1471,1471,66,100,Simultaneous,2000,2008,800.0,21.0204631937413,778.9795368062587
1472,1472,66,100,Simultaneous,2250,1970,800.0,24.23897627373998,775.76102372626
1473,1473,66,100,Simultaneous,2500,2500,800.0,800.0,0.0
1474,1474,67,100,Random,0,0,0.0,0.0,0.0
1475,1475,67,100,Random,250,2485,799.0,270.20715967399707,528.792840326003
1476,1476,67,100,Random,500,2486,800.0,407.5445062944974,392.4554937055026
1477,1477,67,100,Random,750,2445,799.0,312.48626218807726,486.51373781192274
1478,1478,67,100,Random,1000,2468,797.0,313.21062321522663,483.78937678477337
1479,1479,67,100,Random,1250,2439,791.9726708074534,314.21196033978373,477.76071046766964
1480,1480,67,100,Random,1500,2403,797.9026481715007,160.7681019420531,637.1345462294476
1481,1481,67,100,Random,1750,0,41.804292354533466,0.0,41.804292354533466
1482,1482,67,100,Random,2000,0,63.89006467566226,0.0,63.89006467566226
1483,1483,67,100,Random,2250,0,53.611832621565185,0.0,53.611832621565185
1484,1484,67,100,Random,2500,2500,800.0,800.0,0.0
1485,1485,67,100,Simultaneous,0,0,0.0,0.0,0.0
1486,1486,67,100,Simultaneous,250,2109,741.7974162567702,29.92956709548501,711.8678491612852
1487,1487,67,100,Simultaneous,500,0,20.21818181818182,0.0,20.21818181818182
1488,1488,67,100,Simultaneous,750,0,12.093040293040293,0.0,12.093040293040293
1489,1489,67,100,Simultaneous,1000,17,687.3392817399817,0.0,687.3392817399817
1490,1490,67,100,Simultaneous,1250,57,800.0,0.0,800.0
1491,1491,67,100,Simultaneous,1500,32,797.0,0.0,797.0
1492,1492,67,100,Simultaneous,1750,2116,800.0,10.19897529464821,789.8010247053518
1493,1493,67,100,Simultaneous,2000,2163,800.0,150.14702554430522,649.8529744556947
1494,1494,67,100,Simultaneous,2250,1931,800.0,13.184718136298667,786.8152818637013
1495,1495,67,100,Simultaneous,2500,2500,800.0,800.0,0.0
1496,1496,68,100,Random,0,0,0.0,0.0,0.0
