,RunId,iteration,Step,schedule_type,cooperadores_iniciais,Cooperating_Agents,Maior_Score_Agentes,Menor_Score_Agentes,Diferenca_Score_Agentes
373,373,16,100,Simultaneous,2500,2500,800.0,800.0,0.0
374,374,17,100,Random,0,0,0.0,0.0,0.0
375,375,17,100,Random,250,2417,800.0,383.203830153174,416.796169846826
376,376,17,100,Random,500,2476,798.0,206.06410214698866,591.9358978530113
377,377,17,100,Random,750,2484,799.0,363.61985281534146,435.38014718465854
378,378,17,100,Random,1000,2463,799.0,320.82662190983683,478.17337809016317
379,379,17,100,Random,1250,2430,799.0,224.08764921968498,574.912350780315
380,380,17,100,Random,1500,2435,801.5544303797468,271.62391556116717,529.9305148185797
381,381,17,100,Random,1750,0,45.04195301396204,0.0,45.04195301396204
382,382,17,100,Random,2000,0,40.532797864937955,0.0,40.532797864937955
383,383,17,100,Random,2250,2388,796.8082429501085,196.5971750957654,600.2110678543431
384,384,17,100,Random,2500,2500,800.0,800.0,0.0
385,385,17,100,Simultaneous,0,0,0.0,0.0,0.0
386,386,17,100,Simultaneous,250,0,7.551079136690648,0.0,7.551079136690648
387,387,17,100,Simultaneous,500,0,110.29159197999233,0.0,110.29159197999233
388,388,17,100,Simultaneous,750,2241,800.0,85.58022390627654,714.4197760937235
389,389,17,100,Simultaneous,1000,57,797.0,0.0,797.0
390,390,17,100,Simultaneous,1250,0,159.93793103448274,0.0,159.93793103448274
391,391,17,100,Simultaneous,1500,0,13.615929203539824,0.0,13.615929203539824
392,392,17,100,Simultaneous,1750,2065,800.0,19.25804970307027,780.7419502969298
393,393,17,100,Simultaneous,2000,2043,800.0,83.25447548002643,716.7455245199735
394,394,17,100,Simultaneous,2250,1945,800.0,79.17554485104974,720.8244551489503
395,395,17,100,Simultaneous,2500,2500,800.0,800.0,0.0
396,396,18,100,Random,0,0,0.0,0.0,0.0
397,397,18,100,Random,250,2441,800.0,365.1744121904956,434.8255878095044
398,398,18,100,Random,500,2495,798.7547169811321,497.9992623916703,300.7554545894618
399,399,18,100,Random,750,2494,799.0,439.66888893687553,359.33111106312447
400,400,18,100,Random,1000,2479,798.0,319.9437494869803,478.0562505130197
401,401,18,100,Random,1250,2422,800.0,255.38492127514857,544.6150787248514
402,402,18,100,Random,1500,2500,795.3820439350525,471.4447515587841,323.9372923762684
403,403,18,100,Random,1750,2422,800.0,272.66705783738473,527.3329421626153
404,404,18,100,Random,2000,0,46.468220557062736,0.0,46.468220557062736
405,405,18,100,Random,2250,0,66.05896559580769,0.0,66.05896559580769
406,406,18,100,Random,2500,2500,800.0,800.0,0.0
407,407,18,100,Simultaneous,0,0,0.0,0.0,0.0
408,408,18,100,Simultaneous,250,0,11.397752808988765,0.0,11.397752808988765
409,409,18,100,Simultaneous,500,0,10.50566037735849,0.0,10.50566037735849
410,410,18,100,Simultaneous,750,2094,800.0,0.0,800.0
411,411,18,100,Simultaneous,1000,46,797.0,0.0,797.0
412,412,18,100,Simultaneous,1250,31,795.0,0.0,795.0
413,413,18,100,Simultaneous,1500,103,796.0,0.0,796.0
414,414,18,100,Simultaneous,1750,2089,800.0,112.63348786376989,687.3665121362301
415,415,18,100,Simultaneous,2000,2074,800.0,18.98943247833992,781.01056752166
416,416,18,100,Simultaneous,2250,1898,800.0,27.851951017491167,772.1480489825088
417,417,18,100,Simultaneous,2500,2500,800.0,800.0,0.0
418,418,19,100,Random,0,0,0.0,0.0,0.0
419,419,19,100,Random,250,2475,800.0,384.8417030680268,415.1582969319732
420,420,19,100,Random,500,2452,800.0,398.2703139945288,401.7296860054712
421,421,19,100,Random,750,2484,800.0,320.52648952969616,479.47351047030384
422,422,19,100,Random,1000,2495,800.0,462.6651318571101,337.3348681428899
423,423,19,100,Random,1250,2469,800.0,298.7363472423714,501.2636527576286
424,424,19,100,Random,1500,0,42.07692307692308,0.0,42.07692307692308
425,425,19,100,Random,1750,2435,800.0,244.33400460662733,555.6659953933727
426,426,19,100,Random,2000,0,33.657027288448575,0.0,33.657027288448575
427,427,19,100,Random,2250,0,53.96363636363637,0.0,53.96363636363637
428,428,19,100,Random,2500,2500,800.0,800.0,0.0
429,429,19,100,Simultaneous,0,0,0.0,0.0,0.0
430,430,19,100,Simultaneous,250,0,11.216161616161617,0.0,11.216161616161617
431,431,19,100,Simultaneous,500,0,10.498876404494382,0.0,10.498876404494382
432,432,19,100,Simultaneous,750,0,538.0105263157894,0.0,538.0105263157894
433,433,19,100,Simultaneous,1000,2110,799.0,33.32023044110561,765.6797695588943
434,434,19,100,Simultaneous,1250,30,796.0,0.0,796.0
435,435,19,100,Simultaneous,1500,42,796.0,0.0,796.0
436,436,19,100,Simultaneous,1750,2152,800.0,67.5717426813119,732.4282573186881
437,437,19,100,Simultaneous,2000,1958,800.0,44.98869386489595,755.0113061351041
438,438,19,100,Simultaneous,2250,1975,800.0,74.20367528017367,725.7963247198263
439,439,19,100,Simultaneous,2500,2500,800.0,800.0,0.0
440,440,20,100,Random,0,0,0.0,0.0,0.0
441,441,20,100,Random,250,2464,799.0,366.5709537685009,432.4290462314991
442,442,20,100,Random,500,2431,795.0,130.50601527293605,664.4939847270639
443,443,20,100,Random,750,2415,800.1962732919255,305.695612171592,494.5006611203335
444,444,20,100,Random,1000,0,33.342334092024814,0.0,33.342334092024814
445,445,20,100,Random,1250,2435,801.787002096436,195.8250906029695,605.9619114934665
446,446,20,100,Random,1500,2453,800.0,335.075534717451,464.924465282549
447,447,20,100,Random,1750,2403,791.8886895925792,106.28584014586743,685.6028494467118
448,448,20,100,Random,2000,0,41.90438658221909,0.0,41.90438658221909
449,449,20,100,Random,2250,0,39.796204977904615,0.0,39.796204977904615
450,450,20,100,Random,2500,2500,800.0,800.0,0.0
451,451,20,100,Simultaneous,0,0,0.0,0.0,0.0
452,452,20,100,Simultaneous,250,0,11.14340836012862,0.0,11.14340836012862
453,453,20,100,Simultaneous,500,0,10.48560885608856,0.0,10.48560885608856
454,454,20,100,Simultaneous,750,0,15.48661800486618,0.0,15.48661800486618
455,455,20,100,Simultaneous,1000,0,66.57423222763805,0.0,66.57423222763805
456,456,20,100,Simultaneous,1250,2087,798.0,70.68345823099013,727.3165417690099
457,457,20,100,Simultaneous,1500,31,798.0,0.0,798.0
458,458,20,100,Simultaneous,1750,2093,798.0,39.753378682991325,758.2466213170087
459,459,20,100,Simultaneous,2000,2064,800.0,73.41861176642944,726.5813882335706
460,460,20,100,Simultaneous,2250,1902,800.0,40.32013863453197,759.679861365468
461,461,20,100,Simultaneous,2500,2500,800.0,800.0,0.0
462,462,21,100,Random,0,0,0.0,0.0,0.0
463,463,21,100,Random,250,2460,800.0,331.62564041937856,468.37435958062144
464,464,21,100,Random,500,2389,800.0,235.8802973970225,564.1197026029774
465,465,21,100,Random,750,2431,800.0,238.46906759506675,561.5309324049333
466,466,21,100,Random,1000,2474,798.0,356.73375281218046,441.26624718781954
467,467,21,100,Random,1250,0,53.41586046803438,0.0,53.41586046803438
468,468,21,100,Random,1500,2423,800.0,266.48842341215527,533.5115765878447
469,469,21,100,Random,1750,2452,800.0,204.32064071538102,595.679359284619
470,470,21,100,Random,2000,0,51.946860281759506,0.0,51.946860281759506
471,471,21,100,Random,2250,2369,800.0,224.48108906564983,575.5189109343502
472,472,21,100,Random,2500,2500,800.0,800.0,0.0
473,473,21,100,Simultaneous,0,0,0.0,0.0,0.0
474,474,21,100,Simultaneous,250,0,109.22132222989475,0.0,109.22132222989475
475,475,21,100,Simultaneous,500,18,717.0,0.0,717.0
476,476,21,100,Simultaneous,750,2150,800.0,87.13508637791836,712.8649136220816
477,477,21,100,Simultaneous,1000,24,681.0,0.0,681.0
478,478,21,100,Simultaneous,1250,0,25.278260869565216,0.0,25.278260869565216
479,479,21,100,Simultaneous,1500,2173,796.0,118.70014556655383,677.2998544334462
480,480,21,100,Simultaneous,1750,2176,798.0,151.42482452671948,646.5751754732805
481,481,21,100,Simultaneous,2000,2010,800.0,138.569471741755,661.430528258245
482,482,21,100,Simultaneous,2250,1937,800.0,30.662195554995854,769.3378044450042
483,483,21,100,Simultaneous,2500,2500,800.0,800.0,0.0
484,484,22,100,Random,0,0,0.0,0.0,0.0
485,485,22,100,Random,250,2469,800.0,370.0556361810032,429.9443638189968
486,486,22,100,Random,500,2484,800.0,315.0315649978149,484.9684350021851
487,487,22,100,Random,750,2448,800.0,270.21658720059116,529.7834127994088
488,488,22,100,Random,1000,2443,800.0,288.7213020819742,511.2786979180258
489,489,22,100,Random,1250,2461,800.0,371.37039785644265,428.62960214355735
490,490,22,100,Random,1500,0,58.53365954773007,0.0,58.53365954773007
491,491,22,100,Random,1750,0,37.08529370252454,0.0,37.08529370252454
492,492,22,100,Random,2000,0,49.46438269255171,0.0,49.46438269255171
493,493,22,100,Random,2250,0,141.51036306303425,0.0,141.51036306303425
494,494,22,100,Random,2500,2500,800.0,800.0,0.0
495,495,22,100,Simultaneous,0,0,0.0,0.0,0.0
496,496,22,100,Simultaneous,250,0,9.179941002949851,0.0,9.179941002949851
497,497,22,100,Simultaneous,500,0,12.145945945945945,0.0,12.145945945945945
498,498,22,100,Simultaneous,750,0,11.90796460176991,0.0,11.90796460176991
499,499,22,100,Simultaneous,1000,2124,797.0,9.88920391227932,787.1107960877207
500,500,22,100,Simultaneous,1250,39,797.0,0.0,797.0
501,501,22,100,Simultaneous,1500,18,743.4594391221048,0.0,743.4594391221048
502,502,22,100,Simultaneous,1750,2146,797.0,102.41818968775624,694.5818103122438
503,503,22,100,Simultaneous,2000,2090,800.0,139.28843928065393,660.711560719346
504,504,22,100,Simultaneous,2250,1874,800.0,178.1156211676452,621.8843788323547
505,505,22,100,Simultaneous,2500,2500,800.0,800.0,0.0
506,506,23,100,Random,0,0,0.0,0.0,0.0
507,507,23,100,Random,250,2458,800.0,366.0350657065276,433.9649342934724
508,508,23,100,Random,500,2433,798.0,169.70254560226465,628.2974543977354
509,509,23,100,Random,750,2443,798.0,183.35703168478162,614.6429683152184
510,510,23,100,Random,1000,2448,799.0,304.36370399952204,494.63629600047796
511,511,23,100,Random,1250,2447,800.0,352.9746997888551,447.0253002111449
512,512,23,100,Random,1500,2463,800.0,284.51461195727506,515.4853880427249
513,513,23,100,Random,1750,0,37.168063614872125,0.0,37.168063614872125
514,514,23,100,Random,2000,0,52.43541630077159,0.0,52.43541630077159
515,515,23,100,Random,2250,2425,800.4420051858253,290.12433099308214,510.3176741927432
516,516,23,100,Random,2500,2500,800.0,800.0,0.0
517,517,23,100,Simultaneous,0,0,0.0,0.0,0.0
518,518,23,100,Simultaneous,250,0,7.419108280254776,0.0,7.419108280254776
519,519,23,100,Simultaneous,500,0,26.276923076923076,0.0,26.276923076923076
520,520,23,100,Simultaneous,750,41,800.0,0.0,800.0
521,521,23,100,Simultaneous,1000,55,800.0,0.0,800.0
522,522,23,100,Simultaneous,1250,1892,799.0,19.31632080152315,779.6836791984769
523,523,23,100,Simultaneous,1500,2077,799.0,28.623360267287662,770.3766397327123
524,524,23,100,Simultaneous,1750,2091,800.0,79.6235083487323,720.3764916512677
525,525,23,100,Simultaneous,2000,2068,800.0,115.5297259992231,684.470274000777
526,526,23,100,Simultaneous,2250,1892,800.0,56.902131826247896,743.0978681737521
527,527,23,100,Simultaneous,2500,2500,800.0,800.0,0.0
528,528,24,100,Random,0,0,0.0,0.0,0.0
529,529,24,100,Random,250,2441,800.0,388.0282035786993,411.9717964213007
530,530,24,100,Random,500,2470,800.0,262.82527585486764,537.1747241451324
531,531,24,100,Random,750,2491,799.0,370.44192083616736,428.55807916383264
532,532,24,100,Random,1000,0,57.07096774193548,0.0,57.07096774193548
533,533,24,100,Random,1250,0,61.21139601139602,0.0,61.21139601139602
534,534,24,100,Random,1500,0,40.17377071324335,0.0,40.17377071324335
535,535,24,100,Random,1750,2437,799.0,178.08456609334317,620.9154339066569
536,536,24,100,Random,2000,2460,795.9333333333334,323.52813371624825,472.40519961708515
537,537,24,100,Random,2250,0,61.73720735559003,0.0,61.73720735559003
538,538,24,100,Random,2500,2500,800.0,800.0,0.0
539,539,24,100,Simultaneous,0,0,0.0,0.0,0.0
540,540,24,100,Simultaneous,250,0,11.243835616438357,0.0,11.243835616438357
541,541,24,100,Simultaneous,500,18,734.9635650346763,0.0,734.9635650346763
542,542,24,100,Simultaneous,750,2091,798.0,13.992965060225824,784.0070349397741
543,543,24,100,Simultaneous,1000,36,797.0,0.0,797.0
544,544,24,100,Simultaneous,1250,2132,800.0,69.83108646191411,730.1689135380859
545,545,24,100,Simultaneous,1500,0,36.887028222348555,0.0,36.887028222348555
546,546,24,100,Simultaneous,1750,2173,797.0,209.86420335877335,587.1357966412266
547,547,24,100,Simultaneous,2000,2070,800.0,34.97849962250825,765.0215003774917
548,548,24,100,Simultaneous,2250,2078,800.0,212.56649871254461,587.4335012874553
549,549,24,100,Simultaneous,2500,2500,800.0,800.0,0.0
550,550,25,100,Random,0,0,0.0,0.0,0.0
551,551,25,100,Random,250,2436,798.0,376.2251916693415,421.7748083306585
552,552,25,100,Random,500,2447,800.0,360.1057276259519,439.8942723740481
553,553,25,100,Random,750,2481,799.0,365.58251450293244,433.41748549706756
554,554,25,100,Random,1000,0,32.905314009661836,0.0,32.905314009661836
555,555,25,100,Random,1250,2464,800.0,268.6849140812573,531.3150859187426
556,556,25,100,Random,1500,0,43.13435114503817,0.0,43.13435114503817
557,557,25,100,Random,1750,2462,800.0,227.62447800105934,572.3755219989407
558,558,25,100,Random,2000,2358,801.473037542662,273.8813522970756,527.5916852455864
559,559,25,100,Random,2250,0,55.48959276018099,0.0,55.48959276018099
560,560,25,100,Random,2500,2500,800.0,800.0,0.0
561,561,25,100,Simultaneous,0,0,0.0,0.0,0.0
562,562,25,100,Simultaneous,250,0,11.200000000000001,0.0,11.200000000000001
563,563,25,100,Simultaneous,500,0,40.08571428571429,0.0,40.08571428571429
564,564,25,100,Simultaneous,750,0,68.97297212712428,0.0,68.97297212712428
565,565,25,100,Simultaneous,1000,45,798.0,0.0,798.0
566,566,25,100,Simultaneous,1250,1992,797.0,13.919700748129676,783.0802992518703
567,567,25,100,Simultaneous,1500,15,733.0,0.0,733.0
568,568,25,100,Simultaneous,1750,2184,798.0,62.9719226784178,735.0280773215823
569,569,25,100,Simultaneous,2000,2030,800.0,81.93871337909941,718.0612866209005
570,570,25,100,Simultaneous,2250,1883,800.0,34.7310356519662,765.2689643480338
571,571,25,100,Simultaneous,2500,2500,800.0,800.0,0.0
572,572,26,100,Random,0,0,0.0,0.0,0.0
573,573,26,100,Random,250,2491,800.0,406.37857413390526,393.62142586609474
574,574,26,100,Random,500,2453,799.0,211.60939215946945,587.3906078405305
575,575,26,100,Random,750,2463,798.0,255.16684308409197,542.833156915908
576,576,26,100,Random,1000,2429,800.0,290.64223481062805,509.35776518937195
577,577,26,100,Random,1250,2455,797.0923076923077,269.1050301451009,527.9872775472068
578,578,26,100,Random,1500,0,43.135373819236754,0.0,43.135373819236754
579,579,26,100,Random,1750,2413,792.3913894324853,217.9546221496904,574.4367672827949
580,580,26,100,Random,2000,2429,799.0,321.3182842935549,477.6817157064451
581,581,26,100,Random,2250,0,57.02381396888185,0.0,57.02381396888185
582,582,26,100,Random,2500,2500,800.0,800.0,0.0
583,583,26,100,Simultaneous,0,0,0.0,0.0,0.0
584,584,26,100,Simultaneous,250,0,7.456105610561057,0.0,7.456105610561057
585,585,26,100,Simultaneous,500,0,112.63698354127185,0.0,112.63698354127185
586,586,26,100,Simultaneous,750,39,799.0,0.0,799.0
587,587,26,100,Simultaneous,1000,0,37.08571428571429,0.0,37.08571428571429
588,588,26,100,Simultaneous,1250,0,34.37689412748682,0.0,34.37689412748682
589,589,26,100,Simultaneous,1500,2151,799.0,40.855845457074416,758.1441545429255
590,590,26,100,Simultaneous,1750,2135,800.0,158.92275946404524,641.0772405359547
591,591,26,100,Simultaneous,2000,2090,800.0,121.26169900660886,678.7383009933911
592,592,26,100,Simultaneous,2250,2018,800.0,98.33515553928662,701.6648444607134
593,593,26,100,Simultaneous,2500,2500,800.0,800.0,0.0
594,594,27,100,Random,0,0,0.0,0.0,0.0
595,595,27,100,Random,250,2475,800.0,409.24620046677467,390.75379953322533
596,596,27,100,Random,500,2470,800.0,288.13062532605954,511.86937467394046
597,597,27,100,Random,750,2486,800.0,316.0647474811767,483.9352525188233
598,598,27,100,Random,1000,2462,800.0,242.88323751978248,557.1167624802175
599,599,27,100,Random,1250,2482,801.6284621270084,423.4063312208593,378.2221309061492
600,600,27,100,Random,1500,2478,799.0,318.17869717435553,480.82130282564447
601,601,27,100,Random,1750,0,58.11170568561873,0.0,58.11170568561873
602,602,27,100,Random,2000,0,49.932648026315796,0.0,49.932648026315796
603,603,27,100,Random,2250,0,41.44,0.0,41.44
604,604,27,100,Random,2500,2500,800.0,800.0,0.0
605,605,27,100,Simultaneous,0,0,0.0,0.0,0.0
606,606,27,100,Simultaneous,250,0,9.246105919003114,0.0,9.246105919003114
607,607,27,100,Simultaneous,500,42,800.0,0.0,800.0
608,608,27,100,Simultaneous,750,0,11.887960687960685,0.0,11.887960687960685
609,609,27,100,Simultaneous,1000,0,254.77966101694915,0.0,254.77966101694915
610,610,27,100,Simultaneous,1250,9,579.0759997911922,0.0,579.0759997911922
611,611,27,100,Simultaneous,1500,24,791.0,0.0,791.0
612,612,27,100,Simultaneous,1750,2136,798.0,131.79248869813185,666.2075113018682
613,613,27,100,Simultaneous,2000,2044,800.0,70.93516488430105,729.064835115699
614,614,27,100,Simultaneous,2250,1984,800.0,100.03833816514778,699.9616618348522
615,615,27,100,Simultaneous,2500,2500,800.0,800.0,0.0
616,616,28,100,Random,0,0,0.0,0.0,0.0
617,617,28,100,Random,250,2493,800.0,502.85316455696204,297.14683544303796
618,618,28,100,Random,500,2496,799.0,436.9132695225162,362.0867304774838
619,619,28,100,Random,750,2486,800.0,336.2901507481229,463.7098492518771
620,620,28,100,Random,1000,2460,800.0,161.77133433775543,638.2286656622446
621,621,28,100,Random,1250,2459,800.0,223.80397134165665,576.1960286583434
622,622,28,100,Random,1500,2479,800.0,309.96008092473534,490.03991907526466
623,623,28,100,Random,1750,0,49.96616145979171,0.0,49.96616145979171
624,624,28,100,Random,2000,2458,797.4733040507565,221.31127087438534,576.1620331763711
625,625,28,100,Random,2250,0,53.43707762557078,0.0,53.43707762557078
626,626,28,100,Random,2500,2500,800.0,800.0,0.0
627,627,28,100,Simultaneous,0,0,0.0,0.0,0.0
628,628,28,100,Simultaneous,250,0,11.189403973509936,0.0,11.189403973509936
629,629,28,100,Simultaneous,500,0,10.47114337568058,0.0,10.47114337568058
630,630,28,100,Simultaneous,750,9,602.0,0.0,602.0
631,631,28,100,Simultaneous,1000,18,777.7112840466926,0.0,777.7112840466926
632,632,28,100,Simultaneous,1250,2159,794.0,6.277966101694915,787.7220338983051
633,633,28,100,Simultaneous,1500,2179,799.0,56.47890276630502,742.521097233695
634,634,28,100,Simultaneous,1750,2081,800.0,61.027601987250925,738.9723980127491
635,635,28,100,Simultaneous,2000,2092,800.0,233.45836569741368,566.5416343025863
636,636,28,100,Simultaneous,2250,1933,800.0,37.788753302083286,762.2112466979167
637,637,28,100,Simultaneous,2500,2500,800.0,800.0,0.0
638,638,29,100,Random,0,0,0.0,0.0,0.0
639,639,29,100,Random,250,2469,799.0,374.9189586805692,424.0810413194308
640,640,29,100,Random,500,2475,800.0,375.88925498835556,424.11074501164444
641,641,29,100,Random,750,2466,800.0,382.21489256219724,417.78510743780276
642,642,29,100,Random,1000,2489,798.0,368.53972508946964,429.46027491053036
643,643,29,100,Random,1250,2429,800.0,220.65177592704657,579.3482240729534
644,644,29,100,Random,1500,2431,799.0,172.57849009058,626.42150990942
645,645,29,100,Random,1750,2371,794.0,151.98048112173305,642.0195188782669
646,646,29,100,Random,2000,0,41.045589070963786,0.0,41.045589070963786
647,647,29,100,Random,2250,0,41.60149953139644,0.0,41.60149953139644
648,648,29,100,Random,2500,2500,800.0,800.0,0.0
649,649,29,100,Simultaneous,0,0,0.0,0.0,0.0
650,650,29,100,Simultaneous,250,24,800.0,0.0,800.0
651,651,29,100,Simultaneous,500,0,10.479120879120881,0.0,10.479120879120881
652,652,29,100,Simultaneous,750,30,800.0,0.0,800.0
653,653,29,100,Simultaneous,1000,0,19.957894736842107,0.0,19.957894736842107
654,654,29,100,Simultaneous,1250,2126,796.0,18.17704612887797,777.8229538711221
655,655,29,100,Simultaneous,1500,60,798.0,0.0,798.0
656,656,29,100,Simultaneous,1750,24,793.0,0.0,793.0
657,657,29,100,Simultaneous,2000,2073,800.0,92.98300075619221,707.0169992438077
658,658,29,100,Simultaneous,2250,1976,800.0,48.33927543354684,751.6607245664532
659,659,29,100,Simultaneous,2500,2500,800.0,800.0,0.0
660,660,30,100,Random,0,0,0.0,0.0,0.0
661,661,30,100,Random,250,2454,800.0,398.3981366294466,401.6018633705534
662,662,30,100,Random,500,2429,800.0,371.11852164141203,428.88147835858797
663,663,30,100,Random,750,2454,799.0,261.0471439298944,537.9528560701056
664,664,30,100,Random,1000,2455,799.0,352.77549978991874,446.22450021008126
665,665,30,100,Random,1250,0,81.75896492275655,0.0,81.75896492275655
666,666,30,100,Random,1500,0,41.45910838565241,0.0,41.45910838565241
667,667,30,100,Random,1750,0,46.200565388397244,0.0,46.200565388397244
668,668,30,100,Random,2000,0,34.14350945857795,0.0,34.14350945857795
669,669,30,100,Random,2250,2472,797.5187250996016,134.2940639535344,663.2246611460672
670,670,30,100,Random,2500,2500,800.0,800.0,0.0
671,671,30,100,Simultaneous,0,0,0.0,0.0,0.0
672,672,30,100,Simultaneous,250,0,9.428571428571429,0.0,9.428571428571429
673,673,30,100,Simultaneous,500,0,12.220036429872493,0.0,12.220036429872493
674,674,30,100,Simultaneous,750,0,19.549999999999997,0.0,19.549999999999997
675,675,30,100,Simultaneous,1000,110,797.0,0.0,797.0
676,676,30,100,Simultaneous,1250,2130,799.0,73.98176727328725,725.0182327267128
677,677,30,100,Simultaneous,1500,2184,800.0,110.87136235970536,689.1286376402946
678,678,30,100,Simultaneous,1750,2059,800.0,75.45228793064977,724.5477120693503
679,679,30,100,Simultaneous,2000,2065,800.0,116.58009160260313,683.4199083973969
680,680,30,100,Simultaneous,2250,1965,800.0,32.72101684524161,767.2789831547584
681,681,30,100,Simultaneous,2500,2500,800.0,800.0,0.0
682,682,31,100,Random,0,0,0.0,0.0,0.0
683,683,31,100,Random,250,2439,791.0,272.9229656314052,518.0770343685948
684,684,31,100,Random,500,2463,800.0,259.7052805571563,540.2947194428436
685,685,31,100,Random,750,0,32.93791172964322,0.0,32.93791172964322
686,686,31,100,Random,1000,2468,800.0,270.0808932719293,529.9191067280707
687,687,31,100,Random,1250,2420,799.0,322.0289589063269,476.9710410936731
688,688,31,100,Random,1500,2409,789.0268431697003,196.93243107062682,592.0944120990735
689,689,31,100,Random,1750,2439,800.0,340.1352949067567,459.8647050932433
690,690,31,100,Random,2000,2463,802.4731707317073,214.95166394718754,587.5215067845198
691,691,31,100,Random,2250,0,40.55851393188855,0.0,40.55851393188855
692,692,31,100,Random,2500,2500,800.0,800.0,0.0
693,693,31,100,Simultaneous,0,0,0.0,0.0,0.0
694,694,31,100,Simultaneous,250,0,11.148387096774197,0.0,11.148387096774197
695,695,31,100,Simultaneous,500,0,224.86666666666667,0.0,224.86666666666667
696,696,31,100,Simultaneous,750,0,176.26408107309783,0.0,176.26408107309783
697,697,31,100,Simultaneous,1000,39,800.0,0.0,800.0
698,698,31,100,Simultaneous,1250,2139,798.0,49.17962581128331,748.8203741887166
699,699,31,100,Simultaneous,1500,2164,799.0,62.915293709029505,736.0847062909705
700,700,31,100,Simultaneous,1750,2115,800.0,51.18520636818038,748.8147936318196
701,701,31,100,Simultaneous,2000,2022,800.0,125.10597842510286,674.8940215748971
702,702,31,100,Simultaneous,2250,1917,800.0,40.94787746631824,759.0521225336818
703,703,31,100,Simultaneous,2500,2500,800.0,800.0,0.0
704,704,32,100,Random,0,0,0.0,0.0,0.0
705,705,32,100,Random,250,2426,800.0,311.7777388789224,488.2222611210776
706,706,32,100,Random,500,2455,800.0,310.4619366548148,489.5380633451852
707,707,32,100,Random,750,2425,799.0,235.416150283574,563.583849716426
708,708,32,100,Random,1000,2437,799.0,281.81920986960586,517.1807901303941
709,709,32,100,Random,1250,2459,800.0,423.83503125309153,376.16496874690847
710,710,32,100,Random,1500,2441,799.0,271.2768116549039,527.7231883450961
711,711,32,100,Random,1750,0,44.03466389794093,0.0,44.03466389794093
712,712,32,100,Random,2000,2395,798.0,248.3152431279479,549.684756872052
713,713,32,100,Random,2250,0,43.99178885630498,0.0,43.99178885630498
714,714,32,100,Random,2500,2500,800.0,800.0,0.0
715,715,32,100,Simultaneous,0,0,0.0,0.0,0.0
716,716,32,100,Simultaneous,250,0,11.200000000000001,0.0,11.200000000000001
717,717,32,100,Simultaneous,500,2179,790.0,67.99169949586576,722.0083005041342
718,718,32,100,Simultaneous,750,15,554.0,0.0,554.0
719,719,32,100,Simultaneous,1000,2141,797.0,6.687436861685503,790.3125631383145
720,720,32,100,Simultaneous,1250,0,268.8677966101695,0.0,268.8677966101695
721,721,32,100,Simultaneous,1500,2115,796.0,8.260078023407022,787.739921976593
722,722,32,100,Simultaneous,1750,2163,798.0,11.576907116450407,786.4230928835495
723,723,32,100,Simultaneous,2000,2088,800.0,157.40114948206315,642.5988505179369
724,724,32,100,Simultaneous,2250,1949,800.0,61.69931991601787,738.3006800839821
725,725,32,100,Simultaneous,2500,2500,800.0,800.0,0.0
726,726,33,100,Random,0,0,0.0,0.0,0.0
727,727,33,100,Random,250,2438,797.0,288.47478620109365,508.52521379890635
728,728,33,100,Random,500,2475,800.0,293.54404022797246,506.45595977202754
729,729,33,100,Random,750,2465,801.9124681933843,254.31691887698747,547.5955493163967
730,730,33,100,Random,1000,2486,800.0,284.2255341621067,515.7744658378933
731,731,33,100,Random,1250,2422,800.0,281.04820315609095,518.951796843909
732,732,33,100,Random,1500,0,46.51793694379131,0.0,46.51793694379131
733,733,33,100,Random,1750,2410,799.0,253.37854509320852,545.6214549067915
734,734,33,100,Random,2000,0,36.259488365370714,0.0,36.259488365370714
735,735,33,100,Random,2250,0,48.3291969229142,0.0,48.3291969229142
736,736,33,100,Random,2500,2500,800.0,800.0,0.0
737,737,33,100,Simultaneous,0,0,0.0,0.0,0.0
738,738,33,100,Simultaneous,250,0,9.194029850746267,0.0,9.194029850746267
739,739,33,100,Simultaneous,500,0,10.47114337568058,0.0,10.47114337568058
740,740,33,100,Simultaneous,750,0,10.194795539033457,0.0,10.194795539033457
741,741,33,100,Simultaneous,1000,7,609.7081215020104,0.0,609.7081215020104
742,742,33,100,Simultaneous,1250,49,797.0,0.0,797.0
743,743,33,100,Simultaneous,1500,2125,800.0,21.450873013179095,778.5491269868209
744,744,33,100,Simultaneous,1750,2109,800.0,65.08722918016547,734.9127708198346
745,745,33,100,Simultaneous,2000,2052,800.0,139.50893183696923,660.4910681630308
746,746,33,100,Simultaneous,2250,1969,800.0,25.830345336348667,774.1696546636514
747,747,33,100,Simultaneous,2500,2500,800.0,800.0,0.0
748,748,34,100,Random,0,0,0.0,0.0,0.0
749,749,34,100,Random,250,2456,800.0,407.0720500047091,392.9279499952909
750,750,34,100,Random,500,2437,800.0,312.63155940190893,487.36844059809107
751,751,34,100,Random,750,2448,799.0,342.6009124771982,456.3990875228018
752,752,34,100,Random,1000,2463,795.9832167832168,364.26304941064296,431.7201673725738
753,753,34,100,Random,1250,2500,800.0,567.5458860146715,232.4541139853285
754,754,34,100,Random,1500,0,88.78537740449906,0.0,88.78537740449906
755,755,34,100,Random,1750,0,43.95293693600226,0.0,43.95293693600226
756,756,34,100,Random,2000,2401,800.0,235.39212011486754,564.6078798851324
